（別添）大雨警報・注意報の土壌雨量指数基準値,,,,令和5年3月9日現在
市町村等をまとめた地域,市町村等,地域メッシュコード（１km格子対応）,土壌雨量指数基準（注意報）,土壌雨量指数基準（警報）
紀北,紀美野町,51352227,122,175
紀北,紀美野町,51352300,135,194
紀北,紀美野町,51352301,135,194
紀北,紀美野町,51352302,135,194
紀北,紀美野町,51352303,135,194
紀北,紀美野町,51352304,135,194
紀北,紀美野町,51352305,140,200
紀北,紀美野町,51352306,140,200
紀北,紀美野町,51352307,140,200
紀北,紀美野町,51352308,140,200
紀北,紀美野町,51352309,140,200
紀北,紀美野町,51352310,135,194
紀北,紀美野町,51352311,135,194
紀北,紀美野町,51352312,135,194
紀北,紀美野町,51352313,135,194
紀北,紀美野町,51352316,140,200
紀北,紀美野町,51352317,140,200
紀北,紀美野町,51352318,140,200
紀北,紀美野町,51352319,140,200
紀北,紀美野町,51352327,140,200
紀北,紀美野町,51352328,140,200
紀北,紀美野町,51352337,140,200
紀北,紀美野町,51352338,140,200
紀北,かつらぎ町かつらぎ,51352329,140,200
紀北,かつらぎ町かつらぎ,51352339,140,200
紀北,かつらぎ町かつらぎ,51352348,127,182
紀北,かつらぎ町かつらぎ,51352349,127,182
紀北,かつらぎ町かつらぎ,51352359,127,182
紀北,かつらぎ町かつらぎ,51352369,127,182
紀北,かつらぎ町かつらぎ,51352379,127,182
紀北,かつらぎ町かつらぎ,51352389,127,182
紀北,かつらぎ町かつらぎ,51352398,127,182
紀北,かつらぎ町かつらぎ,51352399,127,182
紀北,かつらぎ町かつらぎ,51352410,147,211
紀北,かつらぎ町かつらぎ,51352420,147,211
紀北,かつらぎ町かつらぎ,51352430,147,211
紀北,かつらぎ町かつらぎ,51352431,147,211
紀北,かつらぎ町かつらぎ,51352440,142,204
紀北,かつらぎ町かつらぎ,51352441,142,204
紀北,かつらぎ町かつらぎ,51352450,142,204
紀北,かつらぎ町かつらぎ,51352460,142,204
紀北,かつらぎ町かつらぎ,51352461,142,204
紀北,かつらぎ町かつらぎ,51352470,142,204
紀北,かつらぎ町かつらぎ,51352471,142,204
紀北,かつらぎ町かつらぎ,51352480,142,204
紀北,かつらぎ町かつらぎ,51352481,142,204
紀北,かつらぎ町かつらぎ,51352490,142,204
紀北,かつらぎ町かつらぎ,51352491,142,204
紀北,かつらぎ町かつらぎ,51353307,117,168
紀北,かつらぎ町かつらぎ,51353308,117,168
紀北,かつらぎ町かつらぎ,51353309,117,168
紀北,かつらぎ町かつらぎ,51353317,117,168
紀北,かつらぎ町かつらぎ,51353318,117,168
紀北,かつらぎ町かつらぎ,51353319,117,168
紀北,かつらぎ町かつらぎ,51353327,117,168
紀北,かつらぎ町かつらぎ,51353328,117,168
紀北,かつらぎ町かつらぎ,51353329,117,168
紀北,かつらぎ町かつらぎ,51353336,117,168
紀北,かつらぎ町かつらぎ,51353337,117,168
紀北,かつらぎ町かつらぎ,51353338,117,168
紀北,かつらぎ町かつらぎ,51353339,117,168
紀北,かつらぎ町かつらぎ,51353346,117,168
紀北,かつらぎ町かつらぎ,51353347,117,168
紀北,かつらぎ町かつらぎ,51353348,117,168
紀北,かつらぎ町かつらぎ,51353349,117,168
紀北,かつらぎ町かつらぎ,51353356,117,168
紀北,かつらぎ町かつらぎ,51353357,117,168
紀北,かつらぎ町かつらぎ,51353358,117,168
紀北,かつらぎ町かつらぎ,51353359,117,168
紀北,かつらぎ町かつらぎ,51353367,134,192
紀北,かつらぎ町かつらぎ,51353368,134,192
紀北,かつらぎ町かつらぎ,51353369,134,192
紀北,かつらぎ町かつらぎ,51353377,134,192
紀北,かつらぎ町かつらぎ,51353378,134,192
紀北,かつらぎ町かつらぎ,51353379,134,192
紀北,かつらぎ町かつらぎ,51353387,134,192
紀北,かつらぎ町かつらぎ,51353388,134,192
紀北,かつらぎ町かつらぎ,51353389,134,192
紀北,かつらぎ町かつらぎ,51353397,134,192
紀北,かつらぎ町かつらぎ,51353398,134,192
紀北,かつらぎ町かつらぎ,51353399,134,192
紀北,かつらぎ町かつらぎ,51353400,128,184
紀北,かつらぎ町かつらぎ,51353401,128,184
紀北,かつらぎ町かつらぎ,51353410,128,184
紀北,かつらぎ町かつらぎ,51353411,128,184
紀北,かつらぎ町かつらぎ,51353420,128,184
紀北,かつらぎ町かつらぎ,51353421,128,184
紀北,かつらぎ町かつらぎ,51353422,128,184
紀北,かつらぎ町かつらぎ,51353430,128,184
紀北,かつらぎ町かつらぎ,51353431,128,184
紀北,かつらぎ町かつらぎ,51353432,128,184
紀北,かつらぎ町かつらぎ,51353440,128,184
紀北,かつらぎ町かつらぎ,51353441,128,184
紀北,かつらぎ町かつらぎ,51353442,128,184
紀北,かつらぎ町かつらぎ,51353450,128,184
紀北,かつらぎ町かつらぎ,51353451,128,184
紀北,かつらぎ町かつらぎ,51353452,128,184
紀北,かつらぎ町かつらぎ,51353460,128,183
紀北,かつらぎ町かつらぎ,51353461,128,183
紀北,かつらぎ町かつらぎ,51353462,128,183
紀北,かつらぎ町かつらぎ,51353470,128,183
紀北,かつらぎ町かつらぎ,51353471,128,183
紀北,かつらぎ町かつらぎ,51353472,128,183
紀北,かつらぎ町かつらぎ,51353480,128,183
紀北,かつらぎ町かつらぎ,51353481,128,183
紀北,かつらぎ町かつらぎ,51353482,128,183
紀北,かつらぎ町かつらぎ,51353490,128,183
紀北,かつらぎ町かつらぎ,51353491,128,183
紀北,かつらぎ町かつらぎ,51354306,134,192
紀北,かつらぎ町かつらぎ,51354307,134,192
紀北,かつらぎ町かつらぎ,51354308,134,192
紀北,かつらぎ町かつらぎ,51354309,134,192
紀北,かつらぎ町かつらぎ,51354316,134,192
紀北,かつらぎ町かつらぎ,51354317,134,192
紀北,かつらぎ町かつらぎ,51354318,134,192
紀北,かつらぎ町かつらぎ,51354319,134,192
紀北,かつらぎ町かつらぎ,51354328,130,186
紀北,かつらぎ町かつらぎ,51354400,128,183
紀北,かつらぎ町かつらぎ,51354401,128,183
紀北,かつらぎ町花園,51351389,140,200
紀北,かつらぎ町花園,51351399,140,200
紀北,かつらぎ町花園,51351423,151,217
紀北,かつらぎ町花園,51351433,151,217
紀北,かつらぎ町花園,51351434,151,217
紀北,かつらぎ町花園,51351442,151,217
紀北,かつらぎ町花園,51351443,151,217
紀北,かつらぎ町花園,51351444,151,217
紀北,かつらぎ町花園,51351445,160,229
紀北,かつらぎ町花園,51351451,151,217
紀北,かつらぎ町花園,51351452,151,217
紀北,かつらぎ町花園,51351453,151,217
紀北,かつらぎ町花園,51351454,151,217
紀北,かつらぎ町花園,51351455,160,229
紀北,かつらぎ町花園,51351456,160,229
紀北,かつらぎ町花園,51351461,151,217
紀北,かつらぎ町花園,51351462,151,217
紀北,かつらぎ町花園,51351463,151,217
紀北,かつらぎ町花園,51351464,151,217
紀北,かつらぎ町花園,51351465,160,229
紀北,かつらぎ町花園,51351466,160,229
紀北,かつらぎ町花園,51351470,151,217
紀北,かつらぎ町花園,51351471,151,217
紀北,かつらぎ町花園,51351472,151,217
紀北,かつらぎ町花園,51351473,151,217
紀北,かつらぎ町花園,51351474,151,217
紀北,かつらぎ町花園,51351475,160,229
紀北,かつらぎ町花園,51351476,160,229
紀北,かつらぎ町花園,51351480,147,211
紀北,かつらぎ町花園,51351481,147,211
紀北,かつらぎ町花園,51351482,147,211
紀北,かつらぎ町花園,51351483,147,211
紀北,かつらぎ町花園,51351484,147,211
紀北,かつらぎ町花園,51351485,154,220
紀北,かつらぎ町花園,51351486,154,220
紀北,かつらぎ町花園,51351487,154,220
紀北,かつらぎ町花園,51351490,147,211
紀北,かつらぎ町花園,51351491,147,211
紀北,かつらぎ町花園,51351494,147,211
紀北,かつらぎ町花園,51351495,154,220
紀北,かつらぎ町花園,51352400,147,211
紀北,かつらぎ町花園,51352405,154,220
紀北,かつらぎ町花園,51352415,154,220
紀北,九度山町,51352489,140,201
紀北,九度山町,51352492,142,204
紀北,九度山町,51352493,142,204
紀北,九度山町,51352497,140,201
紀北,九度山町,51352498,140,201
紀北,九度山町,51352499,140,201
紀北,九度山町,51353402,128,184
紀北,九度山町,51353403,128,184
紀北,九度山町,51353404,128,184
紀北,九度山町,51353405,129,185
紀北,九度山町,51353407,129,185
紀北,九度山町,51353408,129,185
紀北,九度山町,51353409,129,185
紀北,九度山町,51353412,128,184
紀北,九度山町,51353413,128,184
紀北,九度山町,51353414,128,184
紀北,九度山町,51353415,129,185
紀北,九度山町,51353417,129,185
紀北,九度山町,51353418,129,185
紀北,九度山町,51353419,129,185
紀北,九度山町,51353423,128,184
紀北,九度山町,51353424,128,184
紀北,九度山町,51353425,129,185
紀北,九度山町,51353426,129,185
紀北,九度山町,51353427,129,185
紀北,九度山町,51353428,129,185
紀北,九度山町,51353429,129,185
紀北,九度山町,51353433,128,184
紀北,九度山町,51353434,128,184
紀北,九度山町,51353435,129,185
紀北,九度山町,51353436,129,185
紀北,九度山町,51353437,129,185
紀北,九度山町,51353438,129,185
紀北,九度山町,51353439,129,185
紀北,九度山町,51353443,128,184
紀北,九度山町,51353444,128,184
紀北,九度山町,51353445,129,185
紀北,九度山町,51353453,128,184
紀北,九度山町,51353455,129,185
紀北,九度山町,51353500,135,193
紀北,九度山町,51353510,135,193
紀北,九度山町,51353520,135,193
紀北,高野町,51351492,147,211
紀北,高野町,51351493,147,211
紀北,高野町,51351496,154,220
紀北,高野町,51351497,154,220
紀北,高野町,51351498,154,220
紀北,高野町,51351499,154,220
紀北,高野町,51352401,147,211
紀北,高野町,51352402,147,211
紀北,高野町,51352403,147,211
紀北,高野町,51352404,147,211
紀北,高野町,51352406,154,220
紀北,高野町,51352407,154,220
紀北,高野町,51352408,154,220
紀北,高野町,51352409,154,220
紀北,高野町,51352411,147,211
紀北,高野町,51352412,147,211
紀北,高野町,51352413,147,211
紀北,高野町,51352414,147,211
紀北,高野町,51352416,154,220
紀北,高野町,51352417,154,220
紀北,高野町,51352418,154,220
紀北,高野町,51352419,154,220
紀北,高野町,51352421,147,211
紀北,高野町,51352422,147,211
紀北,高野町,51352423,147,211
紀北,高野町,51352424,147,211
紀北,高野町,51352425,154,220
紀北,高野町,51352426,154,220
紀北,高野町,51352427,154,220
紀北,高野町,51352428,154,220
紀北,高野町,51352429,154,220
紀北,高野町,51352432,147,211
紀北,高野町,51352433,147,211
紀北,高野町,51352434,147,211
紀北,高野町,51352435,154,220
紀北,高野町,51352436,154,220
紀北,高野町,51352437,154,220
紀北,高野町,51352438,154,220
紀北,高野町,51352439,154,220
紀北,高野町,51352442,142,204
紀北,高野町,51352443,142,204
紀北,高野町,51352444,142,204
紀北,高野町,51352445,140,201
紀北,高野町,51352446,140,201
紀北,高野町,51352447,140,201
紀北,高野町,51352448,140,201
紀北,高野町,51352449,140,201
紀北,高野町,51352451,142,204
紀北,高野町,51352452,142,204
紀北,高野町,51352453,142,204
紀北,高野町,51352454,142,204
紀北,高野町,51352455,140,201
紀北,高野町,51352456,140,201
紀北,高野町,51352457,140,201
紀北,高野町,51352458,140,201
紀北,高野町,51352459,140,201
紀北,高野町,51352462,142,204
紀北,高野町,51352463,142,204
紀北,高野町,51352464,142,204
紀北,高野町,51352465,140,201
紀北,高野町,51352466,140,201
紀北,高野町,51352467,140,201
紀北,高野町,51352468,140,201
紀北,高野町,51352469,140,201
紀北,高野町,51352472,142,204
紀北,高野町,51352473,142,204
紀北,高野町,51352474,142,204
紀北,高野町,51352475,140,201
紀北,高野町,51352476,140,201
紀北,高野町,51352477,140,201
紀北,高野町,51352478,140,201
紀北,高野町,51352479,140,201
紀北,高野町,51352482,142,204
紀北,高野町,51352483,142,204
紀北,高野町,51352484,142,204
紀北,高野町,51352485,140,201
紀北,高野町,51352486,140,201
紀北,高野町,51352487,140,201
紀北,高野町,51352488,140,201
紀北,高野町,51352494,142,204
紀北,高野町,51352495,140,201
紀北,高野町,51352496,140,201
紀北,高野町,51352510,154,220
紀北,高野町,51352520,154,220
紀北,高野町,51352530,154,220
紀北,高野町,51352540,137,197
紀北,高野町,51352550,137,197
紀北,高野町,51352556,140,200
紀北,高野町,51352560,137,197
紀北,高野町,51352561,137,197
紀北,高野町,51352562,137,197
紀北,高野町,51352565,140,200
紀北,高野町,51352566,140,200
紀北,高野町,51352567,140,200
紀北,高野町,51352570,137,197
紀北,高野町,51352571,137,197
紀北,高野町,51352572,137,197
紀北,高野町,51352573,137,197
紀北,高野町,51352574,137,197
紀北,高野町,51352575,140,200
紀北,高野町,51352576,140,200
紀北,高野町,51352577,140,200
紀北,高野町,51352580,137,197
紀北,高野町,51352581,137,197
紀北,高野町,51352582,137,197
紀北,高野町,51352583,137,197
紀北,高野町,51352584,137,197
紀北,高野町,51352585,140,200
紀北,高野町,51352586,140,200
紀北,高野町,51352587,140,200
紀北,高野町,51352590,137,197
紀北,高野町,51352591,137,197
紀北,高野町,51352593,137,197
紀北,高野町,51352594,137,197
紀北,高野町,51352595,140,200
紀北,高野町,51352596,140,200
紀北,高野町,51352597,140,200
紀北,高野町,51353406,129,185
紀北,高野町,51353416,129,185
紀北,高野町,51353504,135,193
紀北,高野町,51353505,135,194
紀北,高野町,51353506,135,194
紀北,高野町,51353507,135,194
紀北,高野町,51353514,135,193
紀北,高野町,51353515,135,194
紀北,高野町,51353516,135,194
紀北,高野町,51353524,135,193
紀北,高野町,51353525,135,194
紀北,高野町,51353526,135,194
紀中,有田市,51350079,145,－
紀中,有田市,51350086,137,194
紀中,有田市,51350087,137,194
紀中,有田市,51350088,137,194
紀中,有田市,51350089,137,194
紀中,有田市,51350096,137,－
紀中,有田市,51350097,137,194
紀中,有田市,51350098,137,194
紀中,有田市,51350099,137,194
紀中,有田市,51350170,145,205
紀中,有田市,51350171,145,205
紀中,有田市,51350172,145,205
紀中,有田市,51350173,145,205
紀中,有田市,51350174,145,205
紀中,有田市,51350180,145,205
紀中,有田市,51350181,145,205
紀中,有田市,51350182,145,205
紀中,有田市,51350183,145,205
紀中,有田市,51350184,145,205
紀中,有田市,51350190,145,205
紀中,有田市,51350191,145,205
紀中,有田市,51350192,145,205
紀中,有田市,51350193,145,205
紀中,有田市,51350194,145,205
紀中,有田市,51351007,137,－
紀中,有田市,51351008,137,－
紀中,有田市,51351009,137,194
紀中,有田市,51351017,137,－
紀中,有田市,51351018,137,－
紀中,有田市,51351019,137,194
紀中,有田市,51351028,137,－
紀中,有田市,51351029,127,180
紀中,有田市,51351038,137,－
紀中,有田市,51351100,145,205
紀中,有田市,51351101,145,205
紀中,有田市,51351102,145,205
紀中,有田市,51351103,145,205
紀中,有田市,51351104,145,205
紀中,有田市,51351110,145,205
紀中,有田市,51351113,145,205
紀中,有田市,51351114,145,205
紀中,有田市,51351120,127,180
紀中,御坊市,50355175,137,－
紀中,御坊市,50355184,137,－
紀中,御坊市,50355185,132,187
紀中,御坊市,50355193,137,－
紀中,御坊市,50355194,137,194
紀中,御坊市,50355195,132,187
紀中,御坊市,50356103,137,－
紀中,御坊市,50356104,137,194
紀中,御坊市,50356105,132,187
紀中,御坊市,50356106,132,187
紀中,御坊市,50356113,137,194
紀中,御坊市,50356114,137,194
紀中,御坊市,50356115,132,187
紀中,御坊市,50356121,140,－
紀中,御坊市,50356122,140,198
紀中,御坊市,50356123,140,198
紀中,御坊市,50356124,140,198
紀中,御坊市,50356125,142,201
紀中,御坊市,50356131,140,－
紀中,御坊市,50356132,140,198
紀中,御坊市,50356133,140,198
紀中,御坊市,50356134,140,198
紀中,御坊市,50356142,140,198
紀中,御坊市,50356143,140,198
紀中,御坊市,50356144,140,198
紀中,御坊市,50356145,142,201
紀中,御坊市,50356146,142,201
紀中,御坊市,50356152,140,198
紀中,御坊市,50356153,140,198
紀中,御坊市,50356154,140,198
