（別添）大雨警報・注意報の土壌雨量指数基準値,,,,令和5年3月9日現在
市町村等をまとめた地域,市町村等,地域メッシュコード（１km格子対応）,土壌雨量指数基準（注意報）,土壌雨量指数基準（警報）
田辺・西牟婁,すさみ町,50352435,180,237
田辺・西牟婁,すさみ町,50352436,180,237
田辺・西牟婁,すさみ町,50352437,180,237
田辺・西牟婁,すさみ町,50352438,180,237
田辺・西牟婁,すさみ町,50352439,180,237
田辺・西牟婁,すさみ町,50352440,180,238
田辺・西牟婁,すさみ町,50352441,180,238
田辺・西牟婁,すさみ町,50352442,180,238
田辺・西牟婁,すさみ町,50352443,180,238
田辺・西牟婁,すさみ町,50352444,180,238
田辺・西牟婁,すさみ町,50352445,180,237
田辺・西牟婁,すさみ町,50352446,180,237
田辺・西牟婁,すさみ町,50352447,180,237
田辺・西牟婁,すさみ町,50352448,180,237
田辺・西牟婁,すさみ町,50352449,180,237
田辺・西牟婁,すさみ町,50352450,180,238
田辺・西牟婁,すさみ町,50352451,180,238
田辺・西牟婁,すさみ町,50352452,180,238
田辺・西牟婁,すさみ町,50352453,180,238
田辺・西牟婁,すさみ町,50352454,180,238
田辺・西牟婁,すさみ町,50352455,180,237
田辺・西牟婁,すさみ町,50352456,180,237
田辺・西牟婁,すさみ町,50352457,180,237
田辺・西牟婁,すさみ町,50352458,180,237
田辺・西牟婁,すさみ町,50352459,180,237
田辺・西牟婁,すさみ町,50352460,145,192
田辺・西牟婁,すさみ町,50352461,145,192
田辺・西牟婁,すさみ町,50352462,145,192
田辺・西牟婁,すさみ町,50352463,145,192
田辺・西牟婁,すさみ町,50352464,145,192
田辺・西牟婁,すさみ町,50352465,188,248
田辺・西牟婁,すさみ町,50352466,188,248
田辺・西牟婁,すさみ町,50352467,188,248
田辺・西牟婁,すさみ町,50352468,188,248
田辺・西牟婁,すさみ町,50352469,188,248
田辺・西牟婁,すさみ町,50352470,145,192
田辺・西牟婁,すさみ町,50352471,145,192
田辺・西牟婁,すさみ町,50352472,145,192
田辺・西牟婁,すさみ町,50352473,145,192
田辺・西牟婁,すさみ町,50352474,145,192
田辺・西牟婁,すさみ町,50352475,188,248
田辺・西牟婁,すさみ町,50352476,188,248
田辺・西牟婁,すさみ町,50352477,188,248
田辺・西牟婁,すさみ町,50352478,188,248
田辺・西牟婁,すさみ町,50352479,188,248
田辺・西牟婁,すさみ町,50352480,145,192
田辺・西牟婁,すさみ町,50352481,145,192
田辺・西牟婁,すさみ町,50352482,145,192
田辺・西牟婁,すさみ町,50352483,145,192
田辺・西牟婁,すさみ町,50352484,145,192
田辺・西牟婁,すさみ町,50352485,188,248
田辺・西牟婁,すさみ町,50352486,188,248
田辺・西牟婁,すさみ町,50352487,188,248
田辺・西牟婁,すさみ町,50352488,188,248
田辺・西牟婁,すさみ町,50352489,188,248
田辺・西牟婁,すさみ町,50352490,145,192
田辺・西牟婁,すさみ町,50352491,145,192
田辺・西牟婁,すさみ町,50352492,145,192
田辺・西牟婁,すさみ町,50352493,145,192
田辺・西牟婁,すさみ町,50352494,145,192
田辺・西牟婁,すさみ町,50352495,188,248
田辺・西牟婁,すさみ町,50352496,188,248
田辺・西牟婁,すさみ町,50352497,188,248
田辺・西牟婁,すさみ町,50352498,188,248
田辺・西牟婁,すさみ町,50352499,188,248
田辺・西牟婁,すさみ町,50352500,194,256
田辺・西牟婁,すさみ町,50352510,194,256
田辺・西牟婁,すさみ町,50352520,194,256
田辺・西牟婁,すさみ町,50352550,194,256
田辺・西牟婁,すさみ町,50352560,202,267
田辺・西牟婁,すさみ町,50352590,202,267
田辺・西牟婁,すさみ町,50352591,202,267
田辺・西牟婁,すさみ町,50352592,202,267
田辺・西牟婁,すさみ町,50353309,175,231
田辺・西牟婁,すさみ町,50353319,175,231
田辺・西牟婁,すさみ町,50353400,145,192
田辺・西牟婁,すさみ町,50353401,145,192
田辺・西牟婁,すさみ町,50353402,145,192
田辺・西牟婁,すさみ町,50353403,145,192
田辺・西牟婁,すさみ町,50353404,145,192
田辺・西牟婁,すさみ町,50353405,188,248
田辺・西牟婁,すさみ町,50353406,188,248
田辺・西牟婁,すさみ町,50353407,188,248
田辺・西牟婁,すさみ町,50353408,188,248
田辺・西牟婁,すさみ町,50353409,188,248
田辺・西牟婁,すさみ町,50353410,145,192
田辺・西牟婁,すさみ町,50353411,145,192
田辺・西牟婁,すさみ町,50353412,145,192
田辺・西牟婁,すさみ町,50353413,145,192
田辺・西牟婁,すさみ町,50353414,145,192
田辺・西牟婁,すさみ町,50353415,188,248
田辺・西牟婁,すさみ町,50353416,188,248
田辺・西牟婁,すさみ町,50353417,188,248
田辺・西牟婁,すさみ町,50353418,188,248
田辺・西牟婁,すさみ町,50353419,188,248
田辺・西牟婁,すさみ町,50353420,186,246
田辺・西牟婁,すさみ町,50353421,186,246
田辺・西牟婁,すさみ町,50353422,186,246
田辺・西牟婁,すさみ町,50353423,186,246
田辺・西牟婁,すさみ町,50353424,186,246
田辺・西牟婁,すさみ町,50353425,196,259
田辺・西牟婁,すさみ町,50353426,196,259
田辺・西牟婁,すさみ町,50353427,196,259
田辺・西牟婁,すさみ町,50353428,196,259
田辺・西牟婁,すさみ町,50353429,196,259
田辺・西牟婁,すさみ町,50353432,186,246
田辺・西牟婁,すさみ町,50353433,186,246
田辺・西牟婁,すさみ町,50353434,186,246
田辺・西牟婁,すさみ町,50353435,196,259
田辺・西牟婁,すさみ町,50353436,196,259
田辺・西牟婁,すさみ町,50353437,196,259
田辺・西牟婁,すさみ町,50353438,196,259
田辺・西牟婁,すさみ町,50353439,196,259
田辺・西牟婁,すさみ町,50353442,186,246
田辺・西牟婁,すさみ町,50353443,186,246
田辺・西牟婁,すさみ町,50353444,186,246
田辺・西牟婁,すさみ町,50353445,196,259
田辺・西牟婁,すさみ町,50353446,196,259
田辺・西牟婁,すさみ町,50353447,196,259
田辺・西牟婁,すさみ町,50353448,196,259
田辺・西牟婁,すさみ町,50353449,196,259
田辺・西牟婁,すさみ町,50353453,186,246
田辺・西牟婁,すさみ町,50353454,186,246
田辺・西牟婁,すさみ町,50353455,196,259
田辺・西牟婁,すさみ町,50353456,196,259
田辺・西牟婁,すさみ町,50353458,196,259
田辺・西牟婁,すさみ町,50353500,202,267
田辺・西牟婁,すさみ町,50353501,202,267
田辺・西牟婁,すさみ町,50353502,202,267
田辺・西牟婁,すさみ町,50353510,202,267
田辺・西牟婁,すさみ町,50353511,202,267
田辺・西牟婁,すさみ町,50353512,202,267
田辺・西牟婁,すさみ町,50353520,214,282
田辺・西牟婁,すさみ町,50353521,214,282
田辺・西牟婁,すさみ町,50353522,214,282
田辺・西牟婁,すさみ町,50353530,214,282
田辺・西牟婁,すさみ町,50353531,214,282
田辺・西牟婁,すさみ町,50353540,214,282
田辺・西牟婁,すさみ町,50353541,214,282
新宮・東牟婁,新宮市,50354569,208,274
新宮・東牟婁,新宮市,50354578,208,274
新宮・東牟婁,新宮市,50354579,208,274
新宮・東牟婁,新宮市,50354635,190,251
新宮・東牟婁,新宮市,50354636,190,251
新宮・東牟婁,新宮市,50354640,195,257
新宮・東牟婁,新宮市,50354641,195,257
新宮・東牟婁,新宮市,50354642,195,257
新宮・東牟婁,新宮市,50354643,195,257
新宮・東牟婁,新宮市,50354644,195,257
新宮・東牟婁,新宮市,50354645,195,257
新宮・東牟婁,新宮市,50354646,195,257
新宮・東牟婁,新宮市,50354650,195,257
新宮・東牟婁,新宮市,50354651,195,257
新宮・東牟婁,新宮市,50354652,195,257
新宮・東牟婁,新宮市,50354653,195,257
新宮・東牟婁,新宮市,50354654,195,257
新宮・東牟婁,新宮市,50354655,195,257
新宮・東牟婁,新宮市,50354656,195,257
新宮・東牟婁,新宮市,50354657,195,257
新宮・東牟婁,新宮市,50354660,195,257
新宮・東牟婁,新宮市,50354661,195,257
新宮・東牟婁,新宮市,50354662,195,257
新宮・東牟婁,新宮市,50354663,195,257
新宮・東牟婁,新宮市,50354664,195,257
新宮・東牟婁,新宮市,50354665,195,257
新宮・東牟婁,新宮市,50354666,195,257
新宮・東牟婁,新宮市,50354667,195,257
新宮・東牟婁,新宮市,50354669,195,257
新宮・東牟婁,新宮市,50354670,195,257
新宮・東牟婁,新宮市,50354671,195,257
新宮・東牟婁,新宮市,50354672,195,257
新宮・東牟婁,新宮市,50354673,195,257
新宮・東牟婁,新宮市,50354674,195,257
新宮・東牟婁,新宮市,50354675,195,257
新宮・東牟婁,新宮市,50354676,195,257
新宮・東牟婁,新宮市,50354677,195,257
新宮・東牟婁,新宮市,50354678,195,257
新宮・東牟婁,新宮市,50354679,195,257
新宮・東牟婁,新宮市,50354680,195,257
新宮・東牟婁,新宮市,50354681,195,257
新宮・東牟婁,新宮市,50354682,195,257
新宮・東牟婁,新宮市,50354683,195,257
新宮・東牟婁,新宮市,50354684,195,257
新宮・東牟婁,新宮市,50354685,195,257
新宮・東牟婁,新宮市,50354686,195,257
新宮・東牟婁,新宮市,50354687,195,257
新宮・東牟婁,新宮市,50354688,195,257
新宮・東牟婁,新宮市,50354689,195,257
新宮・東牟婁,新宮市,50354690,195,257
新宮・東牟婁,新宮市,50354691,195,257
新宮・東牟婁,新宮市,50354692,195,257
新宮・東牟婁,新宮市,50354693,195,257
新宮・東牟婁,新宮市,50354694,195,257
新宮・東牟婁,新宮市,50354695,195,257
新宮・東牟婁,新宮市,50354696,195,257
新宮・東牟婁,新宮市,50354697,195,257
新宮・東牟婁,新宮市,50354698,195,257
新宮・東牟婁,新宮市,50354699,195,257
新宮・東牟婁,新宮市,50354707,167,221
新宮・東牟婁,新宮市,50354708,170,－
新宮・東牟婁,新宮市,50354716,167,221
新宮・東牟婁,新宮市,50354717,167,221
新宮・東牟婁,新宮市,50354718,170,－
新宮・東牟婁,新宮市,50354719,170,－
新宮・東牟婁,新宮市,50354722,177,233
新宮・東牟婁,新宮市,50354723,177,233
新宮・東牟婁,新宮市,50354725,167,221
新宮・東牟婁,新宮市,50354726,167,221
新宮・東牟婁,新宮市,50354727,167,221
新宮・東牟婁,新宮市,50354728,167,221
新宮・東牟婁,新宮市,50354729,167,221
新宮・東牟婁,新宮市,50354732,177,233
新宮・東牟婁,新宮市,50354733,177,233
新宮・東牟婁,新宮市,50354734,177,233
新宮・東牟婁,新宮市,50354735,167,221
新宮・東牟婁,新宮市,50354736,167,221
新宮・東牟婁,新宮市,50354737,167,221
新宮・東牟婁,新宮市,50354738,167,221
新宮・東牟婁,新宮市,50354739,167,221
新宮・東牟婁,新宮市,50354741,182,240
新宮・東牟婁,新宮市,50354742,182,240
新宮・東牟婁,新宮市,50354743,182,240
新宮・東牟婁,新宮市,50354744,182,240
新宮・東牟婁,新宮市,50354745,178,235
新宮・東牟婁,新宮市,50354746,178,235
新宮・東牟婁,新宮市,50354747,178,235
新宮・東牟婁,新宮市,50354748,178,235
新宮・東牟婁,新宮市,50354749,178,235
新宮・東牟婁,新宮市,50354750,182,240
新宮・東牟婁,新宮市,50354751,182,240
新宮・東牟婁,新宮市,50354752,182,240
新宮・東牟婁,新宮市,50354753,182,240
新宮・東牟婁,新宮市,50354754,182,240
新宮・東牟婁,新宮市,50354755,178,235
新宮・東牟婁,新宮市,50354756,178,235
新宮・東牟婁,新宮市,50354757,178,235
新宮・東牟婁,新宮市,50354758,178,235
新宮・東牟婁,新宮市,50354759,178,235
新宮・東牟婁,新宮市,50354760,182,240
新宮・東牟婁,新宮市,50354761,182,240
新宮・東牟婁,新宮市,50354762,182,240
新宮・東牟婁,新宮市,50354763,182,240
新宮・東牟婁,新宮市,50354764,182,240
新宮・東牟婁,新宮市,50354765,178,235
新宮・東牟婁,新宮市,50354766,178,235
新宮・東牟婁,新宮市,50354767,178,235
新宮・東牟婁,新宮市,50354768,178,235
新宮・東牟婁,新宮市,50354769,178,235
新宮・東牟婁,新宮市,50354770,182,240
新宮・東牟婁,新宮市,50354771,182,240
新宮・東牟婁,新宮市,50354772,182,240
新宮・東牟婁,新宮市,50354773,182,240
新宮・東牟婁,新宮市,50354774,182,240
新宮・東牟婁,新宮市,50354775,178,235
新宮・東牟婁,新宮市,50354778,178,235
新宮・東牟婁,新宮市,50354779,178,235
新宮・東牟婁,新宮市,50354780,182,240
新宮・東牟婁,新宮市,50354781,182,240
新宮・東牟婁,新宮市,50354782,182,240
新宮・東牟婁,新宮市,50354783,182,240
新宮・東牟婁,新宮市,50354784,182,240
新宮・東牟婁,新宮市,50354790,182,240
新宮・東牟婁,新宮市,50354791,182,240
新宮・東牟婁,新宮市,50354792,182,240
新宮・東牟婁,新宮市,50354793,182,240
新宮・東牟婁,新宮市,50354794,182,240
新宮・東牟婁,新宮市,50355600,214,282
新宮・東牟婁,新宮市,50355601,214,282
新宮・東牟婁,新宮市,50355602,214,282
新宮・東牟婁,新宮市,50355603,214,282
新宮・東牟婁,新宮市,50355604,214,282
新宮・東牟婁,新宮市,50355605,167,220
新宮・東牟婁,新宮市,50355606,167,220
新宮・東牟婁,新宮市,50355607,167,220
新宮・東牟婁,新宮市,50355608,167,220
新宮・東牟婁,新宮市,50355609,167,220
新宮・東牟婁,新宮市,50355611,214,282
新宮・東牟婁,新宮市,50355612,214,282
新宮・東牟婁,新宮市,50355613,214,282
新宮・東牟婁,新宮市,50355614,214,282
新宮・東牟婁,新宮市,50355615,167,220
新宮・東牟婁,新宮市,50355616,167,220
新宮・東牟婁,新宮市,50355617,167,220
新宮・東牟婁,新宮市,50355618,167,220
新宮・東牟婁,新宮市,50355619,167,220
新宮・東牟婁,新宮市,50355624,214,282
新宮・東牟婁,新宮市,50355625,167,220
新宮・東牟婁,新宮市,50355626,167,220
新宮・東牟婁,新宮市,50355627,167,220
新宮・東牟婁,新宮市,50355628,167,220
新宮・東牟婁,新宮市,50355629,167,220
新宮・東牟婁,新宮市,50355634,214,282
新宮・東牟婁,新宮市,50355635,167,220
新宮・東牟婁,新宮市,50355636,167,220
新宮・東牟婁,新宮市,50355637,167,220
新宮・東牟婁,新宮市,50355638,167,220
新宮・東牟婁,新宮市,50355639,167,220
新宮・東牟婁,新宮市,50355645,167,220
新宮・東牟婁,新宮市,50355646,167,220
新宮・東牟婁,新宮市,50355647,167,220
新宮・東牟婁,新宮市,50355648,167,220
新宮・東牟婁,新宮市,50355649,167,220
新宮・東牟婁,新宮市,50355656,167,220
新宮・東牟婁,新宮市,50355657,167,220
新宮・東牟婁,新宮市,50355658,167,220
新宮・東牟婁,新宮市,50355659,167,220
新宮・東牟婁,新宮市,50355666,174,229
新宮・東牟婁,新宮市,50355667,174,229
新宮・東牟婁,新宮市,50355668,174,229
新宮・東牟婁,新宮市,50355669,174,229
新宮・東牟婁,新宮市,50355676,174,229
新宮・東牟婁,新宮市,50355677,174,229
新宮・東牟婁,新宮市,50355678,174,229
新宮・東牟婁,新宮市,50355686,174,229
新宮・東牟婁,新宮市,50355687,174,229
新宮・東牟婁,新宮市,50355688,174,229
新宮・東牟婁,新宮市,50355695,174,229
新宮・東牟婁,新宮市,50355696,174,229
新宮・東牟婁,新宮市,50355697,174,229
新宮・東牟婁,新宮市,50355698,174,229
新宮・東牟婁,新宮市,50355700,175,231
新宮・東牟婁,新宮市,50355701,175,231
新宮・東牟婁,新宮市,50355702,175,231
新宮・東牟婁,新宮市,50355703,175,231
新宮・東牟婁,新宮市,50355704,175,231
新宮・東牟婁,新宮市,50355710,175,231
新宮・東牟婁,新宮市,50355711,175,231
新宮・東牟婁,新宮市,50355712,175,231
新宮・東牟婁,新宮市,50355713,175,231
新宮・東牟婁,新宮市,50355720,175,231
新宮・東牟婁,新宮市,50355721,175,231
新宮・東牟婁,新宮市,50355730,175,231
新宮・東牟婁,新宮市,50355731,175,231
新宮・東牟婁,新宮市,50355740,175,231
新宮・東牟婁,新宮市,50355741,175,231
新宮・東牟婁,新宮市,50355750,175,231
新宮・東牟婁,新宮市,50355751,175,231
新宮・東牟婁,新宮市,50356604,192,253
新宮・東牟婁,新宮市,50356605,174,229
新宮・東牟婁,新宮市,50356606,174,229
新宮・東牟婁,新宮市,50356607,174,229
新宮・東牟婁,新宮市,50356613,192,253
新宮・東牟婁,新宮市,50356614,192,253
新宮・東牟婁,新宮市,50356615,174,229
新宮・東牟婁,新宮市,50356616,174,229
新宮・東牟婁,新宮市,50356617,174,229
新宮・東牟婁,新宮市,50356618,174,229
新宮・東牟婁,新宮市,50356623,197,260
新宮・東牟婁,新宮市,50356624,197,260
新宮・東牟婁,新宮市,50356625,191,252
新宮・東牟婁,新宮市,50356626,191,252
新宮・東牟婁,新宮市,50356627,191,252
新宮・東牟婁,新宮市,50356628,191,252
新宮・東牟婁,新宮市,50356634,197,260
新宮・東牟婁,新宮市,50356635,191,252
新宮・東牟婁,新宮市,50356636,191,252
新宮・東牟婁,新宮市,50356637,191,252
新宮・東牟婁,新宮市,50356644,197,260
新宮・東牟婁,新宮市,50356645,191,252
新宮・東牟婁,新宮市,50356646,191,252
新宮・東牟婁,新宮市,50356647,191,252
新宮・東牟婁,新宮市,50356648,191,252
新宮・東牟婁,新宮市,50356654,197,260
新宮・東牟婁,新宮市,50356655,191,252
新宮・東牟婁,新宮市,50356656,191,252
新宮・東牟婁,新宮市,50356657,191,252
新宮・東牟婁,新宮市,50356664,197,260
新宮・東牟婁,新宮市,50356665,191,252
新宮・東牟婁,新宮市,50356666,191,252
新宮・東牟婁,新宮市,50356667,191,252
新宮・東牟婁,新宮市,50356674,197,260
新宮・東牟婁,新宮市,50356675,191,252
新宮・東牟婁,新宮市,50356676,191,252
新宮・東牟婁,新宮市,50356677,191,252
新宮・東牟婁,新宮市,50356679,191,252
新宮・東牟婁,新宮市,50356689,189,249
新宮・東牟婁,新宮市,50356699,189,249
新宮・東牟婁,新宮市,50356741,189,249
新宮・東牟婁,新宮市,50356751,189,249
新宮・東牟婁,新宮市,50356760,189,249
新宮・東牟婁,新宮市,50356770,189,249
新宮・東牟婁,新宮市,50364050,161,212
新宮・東牟婁,新宮市,50364060,178,－
新宮・東牟婁,那智勝浦町,50352752,158,－
新宮・東牟婁,那智勝浦町,50352761,143,186
新宮・東牟婁,那智勝浦町,50352762,143,186
新宮・東牟婁,那智勝浦町,50352763,158,－
新宮・東牟婁,那智勝浦町,50352771,143,186
新宮・東牟婁,那智勝浦町,50352772,143,186
新宮・東牟婁,那智勝浦町,50352773,158,－
新宮・東牟婁,那智勝浦町,50352781,143,186
新宮・東牟婁,那智勝浦町,50352782,143,186
新宮・東牟婁,那智勝浦町,50352783,143,186
新宮・東牟婁,那智勝浦町,50352784,143,186
新宮・東牟婁,那智勝浦町,50352785,154,－
新宮・東牟婁,那智勝浦町,50352790,143,186
新宮・東牟婁,那智勝浦町,50352791,143,186
新宮・東牟婁,那智勝浦町,50352792,143,186
新宮・東牟婁,那智勝浦町,50352793,143,186
新宮・東牟婁,那智勝浦町,50352794,143,186
新宮・東牟婁,那智勝浦町,50353606,160,209
新宮・東牟婁,那智勝浦町,50353607,160,209
新宮・東牟婁,那智勝浦町,50353608,160,209
新宮・東牟婁,那智勝浦町,50353609,160,209
新宮・東牟婁,那智勝浦町,50353616,160,209
新宮・東牟婁,那智勝浦町,50353617,160,209
新宮・東牟婁,那智勝浦町,50353618,160,209
新宮・東牟婁,那智勝浦町,50353619,160,209
新宮・東牟婁,那智勝浦町,50353626,145,189
新宮・東牟婁,那智勝浦町,50353627,145,189
新宮・東牟婁,那智勝浦町,50353628,145,189
新宮・東牟婁,那智勝浦町,50353629,145,189
新宮・東牟婁,那智勝浦町,50353636,145,189
新宮・東牟婁,那智勝浦町,50353637,145,189
新宮・東牟婁,那智勝浦町,50353638,145,189
新宮・東牟婁,那智勝浦町,50353639,145,189
新宮・東牟婁,那智勝浦町,50353646,145,189
新宮・東牟婁,那智勝浦町,50353647,145,189
新宮・東牟婁,那智勝浦町,50353648,145,189
新宮・東牟婁,那智勝浦町,50353649,145,189
新宮・東牟婁,那智勝浦町,50353655,145,189
新宮・東牟婁,那智勝浦町,50353656,145,189
新宮・東牟婁,那智勝浦町,50353657,145,189
新宮・東牟婁,那智勝浦町,50353658,145,189
新宮・東牟婁,那智勝浦町,50353659,145,189
新宮・東牟婁,那智勝浦町,50353664,174,227
新宮・東牟婁,那智勝浦町,50353665,145,189
新宮・東牟婁,那智勝浦町,50353666,145,189
新宮・東牟婁,那智勝浦町,50353667,145,189
新宮・東牟婁,那智勝浦町,50353668,145,189
新宮・東牟婁,那智勝浦町,50353669,145,189
新宮・東牟婁,那智勝浦町,50353674,174,227
新宮・東牟婁,那智勝浦町,50353675,145,189
新宮・東牟婁,那智勝浦町,50353676,145,189
新宮・東牟婁,那智勝浦町,50353677,145,189
新宮・東牟婁,那智勝浦町,50353678,145,189
新宮・東牟婁,那智勝浦町,50353679,145,189
新宮・東牟婁,那智勝浦町,50353684,190,247
新宮・東牟婁,那智勝浦町,50353685,193,251
新宮・東牟婁,那智勝浦町,50353686,193,251
新宮・東牟婁,那智勝浦町,50353687,193,251
新宮・東牟婁,那智勝浦町,50353688,193,251
新宮・東牟婁,那智勝浦町,50353689,193,251
新宮・東牟婁,那智勝浦町,50353694,190,247
新宮・東牟婁,那智勝浦町,50353695,193,251
新宮・東牟婁,那智勝浦町,50353696,193,251
新宮・東牟婁,那智勝浦町,50353697,193,251
新宮・東牟婁,那智勝浦町,50353698,193,251
新宮・東牟婁,那智勝浦町,50353699,193,251
新宮・東牟婁,那智勝浦町,50353700,143,186
新宮・東牟婁,那智勝浦町,50353701,143,186
新宮・東牟婁,那智勝浦町,50353702,143,186
新宮・東牟婁,那智勝浦町,50353703,143,186
新宮・東牟婁,那智勝浦町,50353704,143,186
新宮・東牟婁,那智勝浦町,50353710,143,186
新宮・東牟婁,那智勝浦町,50353711,143,186
新宮・東牟婁,那智勝浦町,50353712,143,186
新宮・東牟婁,那智勝浦町,50353713,143,186
新宮・東牟婁,那智勝浦町,50353720,159,207
新宮・東牟婁,那智勝浦町,50353721,159,207
新宮・東牟婁,那智勝浦町,50353722,159,207
新宮・東牟婁,那智勝浦町,50353723,159,207
新宮・東牟婁,那智勝浦町,50353724,159,207
新宮・東牟婁,那智勝浦町,50353730,159,207
新宮・東牟婁,那智勝浦町,50353731,159,207
新宮・東牟婁,那智勝浦町,50353732,159,207
新宮・東牟婁,那智勝浦町,50353733,159,207
新宮・東牟婁,那智勝浦町,50353735,160,－
新宮・東牟婁,那智勝浦町,50353740,159,207
新宮・東牟婁,那智勝浦町,50353741,159,207
新宮・東牟婁,那智勝浦町,50353742,159,207
新宮・東牟婁,那智勝浦町,50353743,159,207
新宮・東牟婁,那智勝浦町,50353744,159,207
新宮・東牟婁,那智勝浦町,50353745,160,208
新宮・東牟婁,那智勝浦町,50353746,160,208
新宮・東牟婁,那智勝浦町,50353750,159,207
新宮・東牟婁,那智勝浦町,50353751,159,207
新宮・東牟婁,那智勝浦町,50353752,159,207
新宮・東牟婁,那智勝浦町,50353753,159,207
新宮・東牟婁,那智勝浦町,50353754,159,207
新宮・東牟婁,那智勝浦町,50353755,160,208
新宮・東牟婁,那智勝浦町,50353756,160,208
新宮・東牟婁,那智勝浦町,50353760,159,207
新宮・東牟婁,那智勝浦町,50353761,159,207
新宮・東牟婁,那智勝浦町,50353762,159,207
新宮・東牟婁,那智勝浦町,50353763,159,207
新宮・東牟婁,那智勝浦町,50353764,159,207
新宮・東牟婁,那智勝浦町,50353765,160,208
新宮・東牟婁,那智勝浦町,50353766,160,208
新宮・東牟婁,那智勝浦町,50353770,159,207
新宮・東牟婁,那智勝浦町,50353771,159,207
新宮・東牟婁,那智勝浦町,50353772,159,207
新宮・東牟婁,那智勝浦町,50353773,159,207
新宮・東牟婁,那智勝浦町,50353774,159,207
新宮・東牟婁,那智勝浦町,50353775,160,208
新宮・東牟婁,那智勝浦町,50353776,160,208
新宮・東牟婁,那智勝浦町,50353778,170,－
新宮・東牟婁,那智勝浦町,50353780,179,233
新宮・東牟婁,那智勝浦町,50353781,179,233
新宮・東牟婁,那智勝浦町,50353782,179,233
新宮・東牟婁,那智勝浦町,50353783,179,233
新宮・東牟婁,那智勝浦町,50353784,179,233
新宮・東牟婁,那智勝浦町,50353785,170,221
新宮・東牟婁,那智勝浦町,50353786,170,221
新宮・東牟婁,那智勝浦町,50353787,170,221
新宮・東牟婁,那智勝浦町,50353788,170,221
新宮・東牟婁,那智勝浦町,50353790,179,233
新宮・東牟婁,那智勝浦町,50353791,179,233
新宮・東牟婁,那智勝浦町,50353792,179,233
新宮・東牟婁,那智勝浦町,50353793,179,233
新宮・東牟婁,那智勝浦町,50353794,179,233
新宮・東牟婁,那智勝浦町,50353795,170,221
新宮・東牟婁,那智勝浦町,50353796,170,221
新宮・東牟婁,那智勝浦町,50353797,170,221
新宮・東牟婁,那智勝浦町,50353798,170,221
新宮・東牟婁,那智勝浦町,50353799,170,－
新宮・東牟婁,那智勝浦町,50354604,190,247
新宮・東牟婁,那智勝浦町,50354605,193,251
新宮・東牟婁,那智勝浦町,50354606,193,251
新宮・東牟婁,那智勝浦町,50354607,193,251
新宮・東牟婁,那智勝浦町,50354608,193,251
新宮・東牟婁,那智勝浦町,50354609,193,251
新宮・東牟婁,那智勝浦町,50354613,190,247
新宮・東牟婁,那智勝浦町,50354614,190,247
新宮・東牟婁,那智勝浦町,50354615,193,251
新宮・東牟婁,那智勝浦町,50354616,193,251
新宮・東牟婁,那智勝浦町,50354617,193,251
新宮・東牟婁,那智勝浦町,50354618,193,251
新宮・東牟婁,那智勝浦町,50354619,193,251
新宮・東牟婁,那智勝浦町,50354622,190,247
新宮・東牟婁,那智勝浦町,50354623,190,247
新宮・東牟婁,那智勝浦町,50354624,190,247
新宮・東牟婁,那智勝浦町,50354625,193,251
新宮・東牟婁,那智勝浦町,50354626,193,251
新宮・東牟婁,那智勝浦町,50354627,193,251
新宮・東牟婁,那智勝浦町,50354628,193,251
新宮・東牟婁,那智勝浦町,50354629,193,251
新宮・東牟婁,那智勝浦町,50354632,190,247
新宮・東牟婁,那智勝浦町,50354633,190,247
新宮・東牟婁,那智勝浦町,50354634,190,247
新宮・東牟婁,那智勝浦町,50354637,193,251
新宮・東牟婁,那智勝浦町,50354638,193,251
新宮・東牟婁,那智勝浦町,50354639,193,251
新宮・東牟婁,那智勝浦町,50354647,197,257
新宮・東牟婁,那智勝浦町,50354648,197,257
新宮・東牟婁,那智勝浦町,50354649,197,257
新宮・東牟婁,那智勝浦町,50354658,197,257
新宮・東牟婁,那智勝浦町,50354659,197,257
新宮・東牟婁,那智勝浦町,50354668,197,257
新宮・東牟婁,那智勝浦町,50354700,179,233
新宮・東牟婁,那智勝浦町,50354701,179,233
新宮・東牟婁,那智勝浦町,50354702,179,233
新宮・東牟婁,那智勝浦町,50354703,179,233
新宮・東牟婁,那智勝浦町,50354704,179,233
新宮・東牟婁,那智勝浦町,50354705,170,221
新宮・東牟婁,那智勝浦町,50354706,170,221
新宮・東牟婁,那智勝浦町,50354710,179,233
新宮・東牟婁,那智勝浦町,50354711,179,233
新宮・東牟婁,那智勝浦町,50354712,179,233
新宮・東牟婁,那智勝浦町,50354713,179,233
新宮・東牟婁,那智勝浦町,50354714,179,233
新宮・東牟婁,那智勝浦町,50354715,170,221
新宮・東牟婁,那智勝浦町,50354720,179,233
新宮・東牟婁,那智勝浦町,50354721,179,233
新宮・東牟婁,那智勝浦町,50354724,179,233
新宮・東牟婁,那智勝浦町,50354730,179,233
新宮・東牟婁,那智勝浦町,50354731,179,233
新宮・東牟婁,那智勝浦町,50354740,184,240
新宮・東牟婁,太地町,50352795,154,201
新宮・東牟婁,太地町,50352796,154,201
新宮・東牟婁,太地町,50353705,154,201
新宮・東牟婁,太地町,50353706,154,201
新宮・東牟婁,太地町,50353714,143,186
新宮・東牟婁,太地町,50353715,154,201
